Date,SPY,QQQ,TLT,GLD,USO
11/30/2023,456.4,388.83,91.56,188.75,70.14
11/29/2023,454.61,389.81,92.63,189.54,72.52
11/28/2023,454.93,390.19,91.48,189.26,71.26
11/27/2023,454.48,389.17,91.3,186.77,69.96
11/24/2023,455.3,389.51,89.8,185.52,70.82
11/22/2023,455.02,390.06,90.87,184.56,71.61
11/21/2023,453.27,388.47,90.55,185.35,72.53
11/20/2023,454.26,390.74,90.59,183.37,72.3
11/17/2023,450.79,386.04,90.04,183.67,70.75
11/16/2023,450.23,385.95,89.62,183.69,68.05
11/15/2023,449.68,385.62,88.52,181.64,71.34
11/14/2023,448.73,385.33,89.78,182.12,72.69
11/13/2023,440.19,377.21,87.79,180.51,72.92
11/10/2023,440.61,378.39,87.99,179.51,71.79
11/9/2023,433.84,370.07,87.5,181.49,70.25
11/8/2023,437.25,372.94,89.56,180.77,70.19
11/7/2023,436.93,372.7,88.06,182.59,71.8
11/6/2023,435.69,369.21,86.78,183.35,74.91
11/3/2023,434.69,367.71,87.63,184.79,74.85
11/2/2023,430.76,363.44,87.04,184.12,76.18
11/1/2023,422.66,356.96,85.1,183.51,74.75
10/31/2023,418.2,350.87,83.58,184.09,75.02
10/30/2023,415.59,349.2,83.99,185.1,76.05
10/27/2023,410.68,345.31,84.37,186.15,78.36
10/26/2023,412.55,343.66,84.73,184.01,76.89
10/25/2023,417.55,350.34,83.45,183.72,78.46
10/24/2023,423.63,359.13,85.35,182.95,76.93
10/23/2023,420.46,355.67,84.24,182.97,78.89
10/20/2023,421.19,354.6,83.24,183.59,80.7
10/19/2023,426.43,359.97,82.77,183.09,81.68
10/18/2023,430.21,363.37,84.5,180.87,79.84
10/17/2023,436.02,368.2,85.25,178.29,78.8
10/16/2023,436.04,369.41,86.2,177.96,78.39
10/13/2023,431.5,365.28,87.61,178.83,78.99
10/12/2023,433.66,369.93,86.07,173.26,75.42
10/11/2023,436.32,371.22,88.47,173.79,75.67
10/10/2023,434.54,368.59,86.66,172.53,76.71
10/9/2023,432.29,366.56,86.78,172.82,77.13
10/6/2023,429.54,364.7,84.79,169.7,74.16
10/5/2023,424.5,358.69,85.83,168.83,73.99
10/4/2023,424.66,359.75,86.26,169.14,75.59
10/3/2023,421.59,354.92,85.06,169.16,79.93
10/2/2023,427.31,361.26,86.93,169.65,79.39
9/29/2023,427.48,358.27,88.69,171.45,80.86
9/28/2023,428.52,358.01,88.68,173.23,81.57
9/27/2023,426.05,355.04,88.41,174.1,82.9
9/26/2023,425.88,354.21,88.87,176.28,80.88
9/25/2023,432.23,359.61,89.18,177.7,80.39
9/22/2023,430.42,357.91,91.43,178.62,80.63
9/21/2023,431.39,357.86,90.7,178.05,80.41
9/20/2023,438.64,364.54,93.09,179.35,80.14
9/19/2023,442.71,369.87,92.8,179.22,81.5
9/18/2023,443.63,370.66,93.49,179.39,81.45
9/15/2023,443.37,370.81,92.96,178.34,81.29
9/14/2023,450.36,377.27,93.53,177.17,81.12
9/13/2023,446.51,374.21,94.21,177.08,79.68
9/12/2023,445.99,372.79,94.23,177.49,79.7
9/11/2023,448.45,376.97,93.69,178.41,78.37
9/8/2023,445.52,372.58,94.37,178.08,78.3
9/7/2023,444.85,372.06,94.01,178.02,77.95
9/6/2023,446.22,374.74,93.75,177.83,78.52
9/5/2023,449.24,378.07,93.52,178.64,77.76
9/1/2023,451.19,377.59,94.85,180.11,76.92
8/31/2023,450.35,377.99,96.64,180.02,75.06
8/30/2023,451.01,376.86,96.21,180.32,73.66
8/29/2023,449.16,374.77,96.31,179.87,73.32
8/28/2023,442.76,366.76,95.32,178.13,72.41
8/25/2023,439.97,364.02,95.22,177.62,72.45
8/24/2023,436.89,361.22,94.91,177.85,71.41
8/23/2023,443.03,369.11,95.54,177.89,71.36
8/22/2023,438.15,363.38,93.23,176.1,72.28
8/21/2023,439.34,363.9,92.52,175.81,72.58
8/18/2023,436.5,358.13,93.77,175.33,72.79
8/17/2023,436.29,358.58,93.44,175.3,71.98
8/16/2023,439.64,362.54,93.84,175.57,71.37
8/15/2023,442.89,366.42,94.58,176.59,72.62
8/14/2023,448.11,370.35,95.16,177.06,73.81
8/11/2023,445.65,366.24,95.37,177.6,74.25
8/10/2023,445.91,368.59,95.59,177.6,74.2
8/9/2023,445.75,367.91,97.19,177.79,75.1
8/8/2023,448.75,372,96.69,178.64,74.06
8/7/2023,450.71,375.19,95.58,179.78,73.82
8/4/2023,446.81,372.04,96.53,180.19,73.79
8/3/2023,448.84,373.79,94.85,179.54,73.14
8/2/2023,450.13,374.39,97.09,179.6,71.48
8/1/2023,456.48,382.79,98.14,180.46,72.96
7/31/2023,457.79,383.68,100.05,182.35,73.17
7/28/2023,456.92,383.48,99.81,181.86,72.09
7/27/2023,452.49,376.62,99.3,180.42,71.43
7/26/2023,455.51,377.52,101.27,183.3,70.66
7/25/2023,455.44,378.78,101.17,182.41,71.16
7/24/2023,454.2,376.23,101.36,181.4,70.69
7/21/2023,452.18,375.63,101.73,182.18,68.99
7/20/2023,452.18,376.76,101.7,182.74,68.05
7/19/2023,455.2,385.65,102.95,183.67,67.69
7/18/2023,454.19,385.74,101.8,183.64,67.96
7/17/2023,450.84,382.61,101.34,181.56,66.58
7/14/2023,449.28,379.07,101.29,181.43,67.47
7/13/2023,449.56,379.15,101.89,182.01,69.09
7/12/2023,446.02,372.82,100.83,181.88,67.87
7/11/2023,442.46,368.17,99.72,179.45,67.03
7/10/2023,439.66,366.36,99.21,178.78,65.54
7/7/2023,438.55,366.24,99.08,178.64,65.85
7/6/2023,439.66,367.46,99.68,177.31,64.44
7/5/2023,443.13,370.28,101.11,177.84,64.63
7/3/2023,443.79,370.29,102.08,178.47,63.39
6/30/2023,443.28,369.42,102.94,178.27,63.55
6/29/2023,438.11,363.81,101.74,177.09,62.96
6/28/2023,436.39,364.54,103.61,177.28,62.52
6/27/2023,436.17,363.83,103.17,177.69,61.3
6/26/2023,431.44,357.68,103.44,178.51,62.73
6/23/2023,433.21,362.54,103.33,178.2,62.42
6/22/2023,436.51,366.17,102.31,177.71,62.52
6/21/2023,434.94,361.9,103.56,179.49,65.04
6/20/2023,437.18,366.9,103.31,179.75,63.92
6/16/2023,439.46,367.93,102.6,181.63,64.35
6/15/2023,442.6,370.26,103,181.91,63.41
6/14/2023,437.18,365.9,102.02,180.64,61.83
6/13/2023,436.66,363.26,101.21,180.54,62.14
6/12/2023,433.8,360.49,102.22,181.88,60.24
6/9/2023,429.9,354.5,101.92,182.04,62.93
6/8/2023,429.13,353.15,102.06,182.53,63.46
6/7/2023,426.55,348.82,100.88,180.15,64.71
6/6/2023,428.03,354.84,102.4,182.34,63.79
6/5/2023,427.1,354.9,101.8,182.14,64.03
6/2/2023,427.92,354.65,101.99,181.05,64.15
6/1/2023,421.82,352.01,103.12,183.76,62.55
5/31/2023,417.85,347.99,102.99,182.32,60.63
5/30/2023,420.18,349.98,102.1,182.04,62.3
5/26/2023,420.02,348.4,101.09,180.92,64.8
5/25/2023,414.65,339.72,100.28,180.2,64.09
5/24/2023,411.09,331.65,100.53,181.95,65.66
5/23/2023,414.09,333.36,101.03,183.43,64.87
5/22/2023,418.79,337.64,100.74,183.21,63.91
5/19/2023,418.62,336.51,101.1,183.64,63.9
5/18/2023,419.23,337.27,101.82,181.84,64.04
5/17/2023,415.23,331.12,102.58,184.23,64.6
5/16/2023,410.25,327.16,102.88,184.87,62.54
5/15/2023,413.01,326.79,103.19,187.21,62.99
5/12/2023,411.59,325.03,104.27,186.81,62.07
5/11/2023,412.13,326.2,105.15,187.13,63.25
5/10/2023,412.85,325.14,104.05,188.75,64.39
5/9/2023,410.93,321.64,103.05,189.02,64.87
5/8/2023,412.74,323.69,103.42,187.69,64.26
5/5/2023,412.63,322.89,104.89,187.46,63.03
5/4/2023,405.13,316.17,105.24,190.44,60.7
5/3/2023,408.02,317.29,106.29,189.11,60.31
5/2/2023,410.84,319.38,105.7,187.52,63.05
5/1/2023,415.51,322.19,103.13,183.97,66.55
4/28/2023,415.93,322.56,106.46,184.8,67.5
4/27/2023,412.41,320.35,104.77,184.75,65.81
4/26/2023,404.36,311.87,105.82,184.74,65.36
4/25/2023,406.08,309.99,106.96,185.75,67.62
4/24/2023,412.63,315.95,105.41,184.81,69.25
4/21/2023,412.2,316.61,104.4,184.25,68.21
4/20/2023,411.88,316.28,104.99,186.09,67.6
4/19/2023,414.14,318.71,104.1,185.36,69.3
4/18/2023,414.21,318.86,104.2,186.25,70.73
4/17/2023,413.94,318.84,103.83,185.53,70.84
4/14/2023,412.46,318.57,105.08,186.36,72.09
4/13/2023,413.47,319.17,106.05,189.72,71.8
4/12/2023,408.05,313.04,106.89,187.19,72.43
4/11/2023,409.72,315.83,107,186.28,71.07
4/10/2023,409.61,317.87,106.78,185.11,69.76
4/6/2023,409.19,318.05,108.53,186.49,70.26
4/5/2023,407.6,315.92,108.25,187.83,70.24
4/4/2023,408.67,319.07,107.13,187.98,70.27
4/3/2023,410.95,320.15,106.6,184.54,70.27
3/31/2023,409.39,320.93,106.37,183.22,66.44
3/30/2023,403.7,315.68,104.8,184.18,65.32
3/29/2023,401.35,312.72,104.32,182.53,64.15
3/28/2023,395.6,307.12,104.53,183.44,64.55
3/27/2023,396.49,308.76,104.34,181.95,64.15
3/24/2023,395.75,310.89,106.85,183.65,60.96
3/23/2023,393.17,309.75,106.4,185.74,60.99
3/22/2023,392.11,306.12,106.4,183.44,61.61
3/21/2023,398.91,310.34,105,180.37,61.23
3/20/2023,393.74,305.97,105.91,183.84,59.79
3/17/2023,389.99,305.36,106.85,183.77,58.66
3/16/2023,396.11,306.81,105.27,178.57,60.05
3/15/2023,389.28,298.93,106.1,178.21,60.02
3/14/2023,391.73,297.37,104.09,176.83,62.93
3/13/2023,385.36,290.69,105.83,177.86,65.25
3/10/2023,385.91,288.55,105.59,173.87,67.14
3/9/2023,391.56,292.66,102.07,170.2,66.24
3/8/2023,398.92,297.82,101.82,168.54,67.1
3/7/2023,398.27,296.34,101.72,168.62,67.85
3/6/2023,404.47,300.02,101.1,171.62,70.49
3/3/2023,404.19,299.68,101.89,172.49,69.86
3/2/2023,397.81,293.61,99.48,170.66,68.3
3/1/2023,394.74,291.2,100.37,170.76,68.07
2/28/2023,396.26,293.56,101.71,169.78,67.21
2/27/2023,397.73,293.94,101.25,169.01,66.25
2/24/2023,396.38,291.85,100.97,168.35,67.1
2/23/2023,400.66,296.82,102.3,169.57,66.38
2/22/2023,398.54,294.25,101.31,169.66,64.92
2/21/2023,399.09,294.03,100.39,170.62,66.69
2/17/2023,407.26,301.16,102.38,171.26,67.02
2/16/2023,408.28,303.3,101.59,170.75,68.45
2/15/2023,413.98,309.1,103.05,170.89,69.02
2/14/2023,412.64,306.75,104.02,172.61,69.4
2/13/2023,412.83,304.5,104.26,172.48,69.5
2/10/2023,408.04,299.7,103.39,173.36,69.87
2/9/2023,407.09,301.68,104.56,173.03,67.92
2/8/2023,410.65,304.37,105.56,174.41,68.68
2/7/2023,415.19,309.88,105.06,173.98,67.76
2/6/2023,409.83,303.59,105.91,173.82,65.5
2/3/2023,412.35,306.18,106.7,173.46,64.4
2/2/2023,416.78,311.72,108.32,177.9,66.57
2/1/2023,410.8,300.92,108.18,181.67,67.36
1/31/2023,406.48,294.62,107.17,179.41,69.32
1/30/2023,400.59,290.27,106.32,178.76,68.1
1/27/2023,405.68,296.26,106.71,179.22,69.5
1/26/2023,404.75,293.34,106.98,179.47,70.93
1/25/2023,400.35,287.73,107.48,181.11,70.51
1/24/2023,400.2,288.37,107.22,180.28,70.22
1/23/2023,400.63,288.96,105.7,179.63,71.5
1/20/2023,395.88,282.68,106.2,179.29,71.55
1/19/2023,388.64,275.15,107.95,179.89,70.59
1/18/2023,391.49,277.88,108.63,177.08,69.51
1/17/2023,397.77,281.54,106.06,177.59,70.86
1/13/2023,398.5,280.97,106.75,178.76,70.05
1/12/2023,396.96,279.05,107.76,176.64,68.61
1/11/2023,395.52,277.55,105.68,174.62,68.05
1/10/2023,390.58,272.83,103.99,174.74,65.9
1/9/2023,387.86,270.54,105.74,174.1,65.88
1/6/2023,388.08,268.8,105.18,173.71,64.83
1/5/2023,379.38,261.58,103.28,170.52,64.78
1/4/2023,383.76,265.74,102.85,172.67,64.3
1/3/2023,380.82,264.48,101.46,171.06,67.64
12/30/2022,382.43,266.28,99.56,169.64,70.11
12/29/2022,383.44,266.44,100.68,168.85,68.53
12/28/2022,376.66,260.1,99.55,167.91,68.58
12/27/2022,381.4,263.58,100.14,168.67,69.53
12/23/2022,382.91,267.36,102.16,167.26,69.32
12/22/2022,380.72,266.76,103.68,166.76,67.7
12/21/2022,386.23,273.45,103.7,168.8,68.06
12/20/2022,380.54,269.54,103.44,169.08,66.22
12/19/2022,380.02,269.75,105.31,166.32,66.07
12/16/2022,383.27,274.25,107.11,166.79,64.9
12/15/2022,389.63,276.89,108.32,165.35,66.15
12/14/2022,399.4,286.51,108.16,168.1,67.36
12/13/2022,401.97,288.65,107.7,168.51,65.86
12/12/2022,398.95,285.58,106.67,165.68,64.41
12/9/2022,393.28,282.04,106.33,167.06,62.85
12/8/2022,396.24,283.85,109.17,166.47,62.71
12/7/2022,393.16,280.53,109.47,166.33,63.65
12/6/2022,393.83,281.68,106.95,164.84,65.23
12/5/2022,399.59,287.64,105.59,164.39,67.72
12/2/2022,406.91,292.55,107.09,167.26,69.84
12/1/2022,407.38,293.72,105.76,167.84,70.45
11/30/2022,407.68,293.36,102.73,164.81,70.23
11/29/2022,395.23,280.57,101.98,162.73,68.34
11/28/2022,395.91,282.71,103.19,161.93,66.88
11/25/2022,402.33,286.92,102.9,163.22,66.96
11/23/2022,402.42,288.82,103.25,163.08,67.41
11/22/2022,399.9,285.95,101.48,162.07,69.98
11/21/2022,394.59,281.89,100.06,161.88,69.03
11/18/2022,396.03,284.82,99.64,162.79,69.03
11/17/2022,394.24,284.81,100.33,163.92,70.14
11/16/2022,395.45,285.44,101.4,165.12,72.04
11/15/2022,398.49,289.39,99.23,165.5,73.25
11/14/2022,395.12,285.44,97.65,164.92,71.91
11/11/2022,398.51,287.96,97.89,164.56,74.38
11/10/2022,394.69,282.75,98.25,163.48,72.24
11/9/2022,374.13,263.32,94.61,158.65,71.67
11/8/2022,382,269.54,94.3,159.45,74.47
11/7/2022,379.95,267.59,93.28,155.85,76.56
11/4/2022,376.35,264.68,94.22,156.47,76.82
11/3/2022,371.01,260.49,95.83,151.81,73.29
11/2/2022,374.87,265.68,96.35,152.39,74.08
11/1/2022,384.52,275.11,96.77,153.46,73.12
10/31/2022,386.21,277.95,96.11,151.91,71.53
10/28/2022,389.02,281.22,96.8,153.16,72.82
10/27/2022,379.98,272.87,97.47,154.74,73.62
10/26/2022,382.02,277.93,96.46,154.98,72.97
10/25/2022,384.92,284.21,95.09,154,70.61
10/24/2022,378.87,278.45,92.4,153.65,70.38
10/21/2022,374.29,275.42,93.17,154.15,70.57
10/20/2022,365.41,269.11,94.88,151.45,70.18
10/19/2022,368.5,270.49,96.53,151.69,70.04
10/18/2022,371.13,271.48,98.32,153.75,68.7
10/17/2022,366.82,269.35,98.09,153.42,70.13
10/14/2022,357.63,260.74,98.57,152.98,70.17
10/13/2022,365.97,268.82,99.39,154.91,72.52
10/12/2022,356.56,262.66,100.35,155.99,70.93
10/11/2022,357.74,262.75,99.86,155.16,71.75
10/10/2022,360.02,266.41,99.42,155.48,73.78
10/7/2022,362.79,269.1,100.99,157.88,75.1
10/6/2022,373.2,279.76,101.98,159.63,72.99
10/5/2022,377.09,281.98,102.55,159.81,71.94
10/4/2022,377.97,282.13,103.54,160.7,70.28
10/3/2022,366.61,273.53,103.83,158.43,67.89
9/30/2022,357.18,267.26,102.45,154.67,65.28
9/29/2022,362.79,271.87,103.79,154.66,66.77
9/28/2022,370.53,279.94,104.33,154.69,67.13
9/27/2022,363.38,274.48,100.95,151.54,64.42
9/26/2022,364.31,274.37,103.68,151.23,63.2
9/23/2022,367.95,275.51,105.7,153.01,65.32
9/22/2022,374.22,280.07,105.27,155.7,68.97
9/21/2022,377.39,283.56,108.03,155.79,68.68
9/20/2022,384.09,288.73,106.25,155.07,69.22
9/19/2022,388.55,291.05,107.32,155.96,70.05
9/16/2022,385.56,289.32,107.07,155.84,69.9
9/15/2022,390.12,291.1,107.97,154.98,69.76
9/14/2022,394.6,296.03,108.04,157.93,72.73
9/13/2022,393.1,293.7,107.67,158.54,72.01
9/12/2022,410.97,310.74,107.42,160.63,72.37
9/9/2022,406.6,307.09,108.31,159.82,71.1
9/8/2022,400.38,300.52,108.07,158.98,68.09
9/7/2022,397.78,298.97,109.19,159.94,67.62
9/6/2022,390.76,293.05,107.49,158.33,71.42
9/2/2022,392.24,295.17,110.22,159.26,71.43
9/1/2022,396.42,299.4,109.6,157.87,70.95
8/31/2022,395.18,299.27,111.88,159.27,73.11
8/30/2022,398.21,301.02,112.96,160.51,75.47
8/29/2022,402.63,304.41,112.68,161.86,78.69
8/26/2022,405.31,307.44,113.62,161.76,75.85
8/25/2022,419.51,320.58,112.77,163.75,76.5
8/24/2022,413.67,315.01,111.22,163.25,78.04
8/23/2022,412.35,314.1,112.04,162.77,76.83
8/22/2022,413.35,314.36,112.66,161.64,74.68
8/19/2022,422.14,322.86,113.04,162.72,74.06
8/18/2022,427.89,329.28,114.89,163.92,74.21
8/17/2022,426.65,328.49,114.72,164.35,72.05
8/16/2022,429.7,332.28,115.93,165.42,71.24
8/15/2022,428.86,333.06,115.45,165.71,72.88
8/12/2022,427.1,330.39,115.55,167.87,74.98
8/11/2022,419.99,324.08,114.39,166.34,76.28
8/10/2022,419.99,325.93,117.12,166.78,74.32
8/9/2022,411.35,317.08,117.89,167.2,73.45
8/8/2022,412.99,320.71,118.35,166.69,73.54
8/5/2022,413.47,321.75,116.47,165.29,71.54
8/4/2022,414.17,324.4,119.31,167.17,71.53
8/3/2022,414.45,322.89,119.35,164.45,73.53
8/2/2022,408.06,314.33,117.5,164.05,75.93
8/1/2022,410.77,315.27,120.04,165.03,75.13
7/29/2022,411.99,315.46,117.43,164.1,78.05
7/28/2022,406.07,309.81,117.75,163.64,77.13
7/27/2022,401.04,306.81,116.82,161.67,77.87
7/26/2022,390.89,294.37,117.48,160.04,75.16
7/25/2022,395.57,300.27,117.39,160.23,76.22
7/22/2022,395.09,301.99,118.55,160.67,74.53
7/21/2022,398.79,307.38,116.59,160.27,75.49
7/20/2022,394.77,303.03,114.61,158.04,77.64
7/19/2022,392.27,298.3,114.31,159.54,78.05
7/18/2022,381.95,289.4,114.93,159.16,76.81
7/15/2022,385.13,291.87,116.14,159.01,73.74
7/14/2022,377.91,286.67,115.49,159.33,72.85
7/13/2022,378.83,285.65,116.44,161.6,73.19
7/12/2022,380.83,286.24,115.12,160.83,72.81
7/11/2022,384.23,289.04,114.44,161.43,78.23
7/8/2022,388.67,295.35,112.5,162.3,78.54
7/7/2022,388.99,294.98,113.76,162.23,76.55
7/6/2022,383.25,288.8,114.77,162.14,73.67
7/5/2022,381.96,286.96,116.73,164.75,74.78
7/1/2022,381.24,282.13,115.82,168.32,81.67
6/30/2022,377.25,280.28,114.87,168.46,80.35
6/29/2022,380.34,283.8,113.87,169.49,82.95
6/28/2022,380.65,283.54,112.12,169.62,84.72
6/27/2022,388.59,292.45,111.6,169.9,82.93
6/24/2022,390.08,294.61,112.56,170.09,81.27
6/23/2022,378.06,284.85,114.14,170.26,78.98
6/22/2022,374.39,280.67,113.21,171.31,80.88
6/21/2022,375.07,281.08,110.18,170.63,84.05
6/17/2022,365.86,274.69,112.08,171.27,83.34
6/16/2022,366.65,271.39,111.72,172.69,87.66
6/15/2022,379.2,282.8,110.84,170.77,86.93
6/14/2022,373.87,275.91,108.81,168.57,88.45
6/13/2022,375,275.41,110.2,169.93,90.36
6/10/2022,389.8,288.84,113.77,174.54,90.13
6/9/2022,401.44,299.4,114.48,172.23,91.08
6/8/2022,411.22,307.64,114.1,172.78,91.99
6/7/2022,415.74,309.87,115.12,172.94,90.04
6/6/2022,411.79,307.22,113.89,171.82,88.39
6/3/2022,410.54,306.2,116.03,172.58,89.47
6/2/2022,417.39,314.38,116.28,174.35,87.25
6/1/2022,409.59,306,116.22,172.23,85.54
5/31/2022,412.93,308.28,116.56,171.14,85.47
5/27/2022,415.26,309.1,119.08,172.85,85.46
5/26/2022,405.31,299.33,118.79,172.76,84.59
5/25/2022,397.37,291.26,119.33,173.08,82.48
5/24/2022,393.89,287.24,118.86,174.13,82
5/23/2022,396.92,293.48,116.56,172.83,81.97
5/20/2022,389.63,288.68,118.51,172.03,81.65
5/19/2022,389.46,289.58,117.18,171.91,80.58
5/18/2022,391.86,291.14,116.9,169.42,79.29
5/17/2022,408.32,306.17,114.46,169.33,81.11
5/16/2022,400.09,298.44,115.86,170.4,83.11
5/13/2022,401.72,301.94,115.98,168.79,81.28
5/12/2022,392.34,291.15,117.72,170.17,79.23
5/11/2022,392.75,291.84,117.94,172.82,78.18
5/10/2022,399.09,300.76,115.71,171.42,74.53
5/9/2022,398.17,297.15,114.67,172.88,76.57
5/6/2022,411.34,309.25,113.67,175.42,82.13
5/5/2022,413.81,313,115.37,175.13,80.48
5/4/2022,429.06,329.6,118.62,175.8,80.22
5/3/2022,416.38,318.82,117.97,174.09,76.69
5/2/2022,414.48,318.48,117.18,173.63,78.38
4/29/2022,412,313.25,119.45,176.91,77.16
4/28/2022,427.81,328.01,121.02,176.93,78.08
4/27/2022,417.27,316.76,120.84,175.98,76.37
4/26/2022,416.1,317.14,122.41,177.32,76.46
4/25/2022,428.51,329.58,121.19,177.05,74.65
4/22/2022,426.04,325.4,119.99,180.29,76.31
4/21/2022,438.06,334.15,120.75,182.06,78.12
4/20/2022,444.71,341.21,121.65,182.71,77.24
4/19/2022,445.04,346.26,119.25,181.82,76.86
4/18/2022,437.97,338.69,120.15,184.61,80.41
4/14/2022,437.79,338.43,120.75,184.04,79.57
4/13/2022,443.31,346.35,123.22,184.65,78.42
4/12/2022,438.29,339.45,122.97,183.77,75.98
4/11/2022,439.92,340.89,123.14,182.37,72.3
4/8/2022,447.57,349.15,125.12,181.47,74.11
4/7/2022,448.77,354.1,126.49,180.34,73.11
4/6/2022,446.52,353.26,127.45,179.66,73.05
4/5/2022,451.03,361.1,128.49,179.24,74.8
4/4/2022,456.8,369.3,131.46,180.37,76.86
4/1/2022,452.92,361.85,132.38,179.5,74.17
3/31/2022,451.64,362.54,132.08,180.65,74.12
3/30/2022,458.7,367.09,131.76,180.58,77.91
3/29/2022,461.55,371.19,130.74,179.14,76.15
3/28/2022,455.91,364.91,129.76,179.06,74.53
3/25/2022,452.69,359.35,128.66,182.38,80.74
3/24/2022,450.49,359.65,130.47,183.13,79.75
3/23/2022,443.8,351.83,131.5,181.81,81.95
3/22/2022,449.59,356.96,128.68,179.36,78.56
3/21/2022,444.39,350.08,130.35,180.67,79.54
3/18/2022,444.52,351.49,133.44,179.3,74.64
3/17/2022,441.07,344.44,131.83,180.89,73.68
3/16/2022,435.62,340.32,132.82,180.01,68.28
3/15/2022,426.17,328.15,131.53,178.89,68.63
3/14/2022,417,318.17,131.76,182.3,72.84
3/11/2022,420.07,324.4,134.91,185.09,76.4
3/10/2022,425.48,331.27,134.46,186.4,74.06
3/9/2022,427.41,334.99,136.42,185.82,75.47
3/8/2022,416.25,323.35,137.77,191.51,85.43
3/7/2022,419.43,324.86,139.17,186.41,82.37
3/4/2022,432.17,337.3,140.24,183.68,79.46
3/3/2022,435.71,342.26,137.86,180.8,74.53
3/2/2022,437.89,347.22,136.47,179.73,75.42
3/1/2022,429.98,341.49,141.3,181.62,71.82
2/28/2022,436.63,346.8,139.87,178.38,67.48
2/25/2022,437.75,345.77,136.87,176.55,65.8
2/24/2022,428.3,340.49,136.77,177.14,66.34
2/23/2022,421.95,329.42,136.68,178.29,66.24
2/22/2022,429.57,338.08,138.59,177.49,65.54
2/18/2022,434.23,341.51,138.23,177.12,64.74
2/17/2022,437.06,345.45,136.79,177.25,64.17
2/16/2022,446.6,356.04,135.78,174.86,63.54
2/15/2022,446.1,356.13,134.98,173.08,64.28
2/14/2022,439.02,347.49,136.53,174.74,66.36
2/11/2022,440.46,347.06,138.25,173.81,65.74
2/10/2022,449.32,358.43,136.23,170.56,63.96
2/9/2022,457.54,366.73,138.43,171.21,64.17
2/8/2022,450.94,359.12,138.17,170.63,63.62
2/7/2022,447.26,355.13,139.1,170.11,64.68
2/4/2022,448.7,358.01,139.01,168.86,64.91
2/3/2022,446.6,353.55,141.09,168.6,63.51
2/2/2022,457.35,368.49,142.2,168.84,62.52
2/1/2022,452.95,365.52,141.72,168.23,62.53
1/31/2022,449.91,363.05,142.39,168.09,62.48
1/28/2022,441.95,351.8,143.13,167.1,61.97
1/27/2022,431.24,341.1,143.08,167.6,61.86
1/26/2022,433.38,344.57,140.5,169.79,61.68
1/25/2022,434.47,345.11,142.22,172.58,60.97
1/24/2022,439.84,353.3,142.45,172.03,60.11
1/21/2022,437.98,351.69,143.63,171.09,60.78
1/20/2022,446.75,361.72,141.94,171.65,60.66
1/19/2022,451.75,366.48,141.07,172.08,61.05
1/18/2022,456.49,370.55,140.1,169.39,60.97
1/14/2022,464.72,380.01,142.1,169.67,59.97
1/13/2022,464.53,377.66,144.28,170.16,58.27
1/12/2022,471.02,387.35,143.01,170.74,58.91
1/11/2022,469.75,385.82,143.56,170.29,58.16
1/10/2022,465.51,380.11,142.61,168.26,56.16
1/7/2022,466.09,379.86,142.26,167.75,56.67
1/6/2022,467.94,384.02,143.29,166.99,56.89
1/5/2022,468.38,384.29,142.92,169.06,55.43
1/4/2022,477.55,396.47,143.7,169.57,55.59
1/3/2022,477.71,401.68,144.3,168.33,54.83
12/31/2021,474.96,397.85,148.19,170.96,54.36
12/30/2021,476.16,400.35,147.9,169.8,55.1
12/29/2021,477.48,401.55,146.67,168.59,55.08
12/28/2021,476.87,401.61,148.29,168.64,54.67
12/27/2021,477.26,403.48,148.88,169.37,54.52
12/23/2021,470.6,396.92,148.52,168.97,53.13
12/22/2021,467.69,393.95,149.82,168.59,52.48
12/21/2021,463.06,389.21,149.13,167.02,51.57
12/20/2021,454.98,380.69,149.7,167.09,49.9
12/17/2021,459.87,384.91,150.83,167.8,50.78
12/16/2021,466.45,386.84,149.14,168.16,51.87
12/15/2021,470.6,397.05,149.25,166.15,51.62
12/14/2021,463.36,388.2,150.7,165.44,50.92
12/13/2021,466.57,392.26,151.06,167,51.44
12/10/2021,470.74,398.01,148.86,166.58,52.03
12/9/2021,466.35,393.73,149.22,165.88,51.02
12/8/2021,469.52,399.61,148.39,166.9,52.42
12/7/2021,468.28,397.83,151,166.81,51.59
12/6/2021,458.79,386.2,152.23,166.22,50.51
12/3/2021,453.42,383.13,154.35,166.63,48
12/2/2021,457.4,389.91,152.53,165.24,48.29
12/1/2021,450.5,387.12,152.34,166.16,47.04
11/30/2021,455.56,393.82,151.59,165.5,47.91
11/29/2021,464.6,399.69,149.32,166.62,50.17
11/26/2021,458.97,391.2,150.53,166.85,49.63
11/24/2021,469.44,398.76,146.82,167.12,55.88
11/23/2021,468.19,397.48,144.5,167.28,56.2
11/22/2021,467.57,399.3,146.62,168.74,54.45
11/19/2021,468.89,403.99,148.36,172.61,53.78
11/18/2021,469.73,401.75,146.81,173.94,55.55
11/17/2021,468.14,397.63,146.26,174.5,55
11/16/2021,469.28,397.42,145.11,172.92,56.2
11/15/2021,467.43,394.61,145.48,174.18,56.07
11/12/2021,467.27,394.7,147.33,174.45,55.98
11/11/2021,463.77,390.59,147.98,174.12,56.22
11/10/2021,463.62,389.51,148.2,173.15,56.32
11/9/2021,467.38,395.32,150.96,171.29,57.97
